character,comic,reality,identity,alignment,eye_color,hair_color,sex,lgbtq,lgbtq_note,alive,appearances,first_appear_date,first_appear_year
Ekatarina Gryaznova,Marvel,Earth-616,Secret Identity,Bad,,,Female,No,,Deceased,6,"1997, June 01",1997
Ekho,Marvel,Earth-616,Secret Identity,,,Black,Female,No,,Living,1,"1948, December 01",1948
Ekin Tzu,DC,New Earth,Public Identity,Neutral,Brown,Black,Male,No,,Living,5,"2000, April",2000
Ekl'r,Marvel,Earth-616,,Bad,,,Male,No,,Living,,"1990, May 01",1990
Ekron,DC,New Earth,Secret Identity,Neutral,Green,,Male,No,,Living,4,"2006, September",2006
El Alemain,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,5,"1955, May 01",1955
El Bagual,DC,New Earth,Secret Identity,Good,,,Male,No,,Living,2,"2000, September",2000
El Caiman,Marvel,Earth-616,Secret Identity,Bad,,Grey,Male,No,,Deceased,1,"1988, August 01",1988
El Chupacabra,Marvel,Earth-616,Secret Identity,Neutral,,,Male,No,,Living,1,"2022, September 07",2007
El Condor,Marvel,Earth-616,,Good,,,,No,,Deceased,1,"1995, August 01",1995
El Diablo (Lear),Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Living,1,"1955, April 01",1955
El Dorado,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,2,"2022, May 06",2006
El Dorado,DC,New Earth,Secret Identity,Bad,Black,,Male,No,,Living,1,"1982, June",1982
El Lobizon,DC,New Earth,Secret Identity,Good,Black,Brown,Male,No,,Living,1,"2000, September",2000
El Papagayo,DC,New Earth,Secret Identity,Bad,Brown,Black,Male,No,,Deceased,15,"1977, June",1977
El Papagayo II,DC,New Earth,Secret Identity,Bad,,,Male,No,,Deceased,2,"1949, December",1949
El Sombrero,DC,New Earth,,Bad,,,Male,No,,Living,10,"2008, June",2008
El Uno,Marvel,Earth-616,Secret Identity,Bad,,Bald,Male,No,,Deceased,3,"1997, January 01",1997
El Yaguarette,DC,New Earth,,Good,,,Male,No,,Living,3,"2000, September",2000
El-Ta,Marvel,Earth-616,Public Identity,Neutral,,Bald,Female,No,,Living,1,"2022, April 10",2010
El'qa Squa Zreenah,DC,New Earth,,Good,,Black,Male,No,,Living,,1996,1996
Elaine (FOOM),Marvel,Earth-616,Public Identity,Neutral,Brown,Blond,Female,No,,Living,1,"2022, March 06",2006
Elaine Banner,Marvel,Earth-616,,,Brown,Blond,Female,No,,Deceased,3,"1981, April 01",1981
Elaine Belloc,DC,New Earth,,Good,,Black,Female,No,,Deceased,,"2000, September",2000
Elaine Clayton,Marvel,Earth-616,No Dual Identity,Neutral,Blue,Blond,Female,No,,Living,1,"1947, September 01",1947
Elaine Coll,Marvel,Earth-616,,Bad,Green,Red,Female,No,,Living,15,"1995, February 01",1995
Elaine Curry,DC,New Earth,Public Identity,,,,Female,No,,Deceased,1,"2006, May",2006
Elaine Grey,Marvel,Earth-616,Public Identity,Good,Blue,Grey,Female,No,,Deceased,43,"1964, May 01",1964
Elaine Kendrick,Marvel,Earth-616,,Good,,Blond,Female,No,,Living,6,"2022, September 01",2001
Elaine Marsh-Morton,DC,New Earth,Secret Identity,Bad,,Blond,Female,No,,Living,44,"1997, January",1997
Elaine McLaughlin,Marvel,Earth-616,Secret Identity,Bad,Green,Red,Female,No,,Deceased,11,"1970, January 01",1970
Elalyth,Marvel,Earth-616,Secret Identity,Good,Black,Black,Female,No,,Living,2,"1995, February 01",1995
Elanna,Marvel,Earth-616,Public Identity,Good,Blue,Black,Female,No,,Living,1,"1973, August 01",1973
Elata,Marvel,Earth-616,Public Identity,Bad,Black,Black,Female,No,,Living,1,"1983, January 01",1983
Elathan,Marvel,Earth-616,Secret Identity,Bad,,Grey,Male,No,,Living,3,"1982, November 01",1982
Elbiam,DC,New Earth,Public Identity,Good,,,Male,No,,Living,2,"1995, December",1995
Elder Martin,DC,New Earth,,Bad,,Black,Male,No,,Living,5,"1988, April",1988
Eldest (Scy'ar Tal),Marvel,Earth-616,Secret Identity,Bad,White,No Hair,,No,,Living,,"2022, December 07",2007
Eldon Adams,DC,New Earth,Public Identity,Bad,,Black,Male,No,,Deceased,4,"1996, February",1996
Eldon Peck,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,7,"2010, July",2010
Eldrac,Marvel,Earth-616,Secret Identity,Good,Blue,No Hair,Male,No,,Living,5,"2022, June 10",2010
Eldred,Marvel,Earth-616,,,,Black,Male,No,,Living,1,"1989, February 01",1989
Eleanor Bennett,Marvel,Earth-616,No Dual Identity,Good,Blue,Blond,Female,No,,Living,5,"2022, January 13",2013
Eleanor Bishop,Marvel,Earth-616,Public Identity,Neutral,,,Female,No,,Deceased,,"2022, May 05",2005
Eleanor Grey,Marvel,Earth-616,,,,Brown,Female,No,,Deceased,,"1994, January 01",1994
Eleanor Poole,DC,New Earth,,Good,,Brown,Female,No,,Living,4,"1989, February",1989
Eleanor Sanford,Marvel,Earth-616,Public Identity,Good,,Red,Female,No,,Living,1,"2022, July 02",2002
Eleanor Shaw,DC,New Earth,,Good,Blue,Blond,Female,No,,Living,9,"1988, July",1988
Elec'trix,Marvel,Earth-616,,,,,,No,,Living,,"1992, February 01",1992
Electric Eve,Marvel,Earth-616,Secret Identity,,,White,Female,No,,Living,5,"2022, June 02",2002
Electrisha,Marvel,Earth-616,,,,Black,Female,No,,Living,1,"2022, December 05",2005
Electro (Robot),Marvel,Earth-616,,Good,,No Hair,,No,,Living,31,"1940, February 01",1940
Electrocutioner I,DC,New Earth,Secret Identity,Bad,,,Male,No,,Deceased,14,"1981, January",1981
Electrocutioner II,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,1,"1991, February",1991
Electron,DC,New Earth,,Bad,,,Male,No,,Living,1,"1983, October",1983
Electron (Imperial Guard),Marvel,Earth-616,Secret Identity,Neutral,,,Male,No,,Living,38,"1977, October 01",1977
Electron (Retrievers),Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,,"1978, June 01",1978
Electryon,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,2,"1999, August 01",1999
Elejea,Marvel,Earth-616,Secret Identity,Good,Yellow,Black,Female,No,,Living,7,"1999, March 01",1999
Elektra Natchios,Marvel,Earth-616,Secret Identity,Neutral,Blue,Black,Female,No,,Living,280,"1981, January 01",1981
Elektro,Marvel,Earth-616,Public Identity,Neutral,Red,No Hair,Male,No,,Living,6,"1961, January 01",1961
Elematrix,Marvel,Earth-616,,Bad,,,,No,,Living,1,"1991, November 01",1991
Elemental Woman,DC,New Earth,Secret Identity,Bad,,White,Female,No,,Living,5,"1987, July",1987
Elena (Rasputina),Marvel,Earth-616,Secret Identity,Neutral,White,Blond,Female,No,,Deceased,5,"2022, November 05",2005
Elena King,Marvel,Earth-616,Secret Identity,Bad,,Black,Female,No,,Living,1,"1946, September 01",1946
Elena Leal,DC,New Earth,Public Identity,Good,,White,Female,No,,Living,2,,
Elena von Lundt,Marvel,Earth-616,Secret Identity,Bad,,Black,Female,No,,Living,5,"1986, January 01",1986
Elendil,Marvel,Earth-616,,,Red,Black,,No,,Living,17,"1964, February 01",1964
Eleonore Brant,Marvel,Earth-616,No Dual Identity,Neutral,,,Female,No,,Living,1,"1963, May 01",1963
Elephant Man,DC,New Earth,Secret Identity,Bad,Black,,Male,No,,Living,5,"2006, June",2006
Elephantine,Marvel,Earth-616,Secret Identity,,,,Male,No,,Living,2,"1980, October 01",1980
Eleven (Rupinski),Marvel,Earth-616,Secret Identity,Bad,,,Female,No,,Living,2,"1995, September 01",1995
Eleyn,Marvel,Earth-616,,,,Blond,Female,No,,Living,2,"1994, January 01",1994
Elfqueen (Linnea),Marvel,Earth-616,Secret Identity,,Blue,Auburn,Female,No,,Living,5,"1981, October 01",1981
Eli Hatcher,Marvel,Earth-616,Secret Identity,Bad,Brown,Brown,Male,No,,Deceased,1,,
Eli McIntyre,Marvel,Earth-616,Public Identity,Good,,,Male,No,,Living,3,"1992, August 01",1992
Elianne Turac,Marvel,Earth-616,No Dual Identity,Bad,White,Black,Female,No,,Deceased,2,"1974, December 01",1974
Elias Bogan,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,11,"2022, April 03",2003
Elias Flynn,Marvel,Earth-616,Secret Identity,Bad,Hazel,White,Male,No,,Deceased,3,"1995, January 01",1995
Elias Hargrove,Marvel,Earth-616,Public Identity,,Brown,Brown,Male,No,,Living,4,"1993, September 01",1993
Elias Hudson,Marvel,Earth-616,Public Identity,Neutral,,,Male,No,,Deceased,1,"2022, April 09",2009
Elias Orr,DC,New Earth,Public Identity,Bad,Blue,Blond,Male,No,,Living,15,"2004, July",2004
Elias Schleigal,Marvel,Earth-616,Secret Identity,,Blue,Blond,Male,No,,Living,5,"1976, June 01",1976
Elias Spector,Marvel,Earth-616,No Dual Identity,Neutral,,White,Male,No,,Living,2,"1984, May 01",1984
Elias Stone,DC,New Earth,Secret Identity,Good,Black,Black,Male,No,,Living,4,"2007, April",2007
Elias Weams,Marvel,Earth-616,,Neutral,Blue,White,Male,No,,Living,2,"1963, May 01",1963
Elias Wirtham,Marvel,Earth-616,Identity Known to Authorities,Good,Brown,Black,Male,No,,Living,37,"1990, December 01",1990
Elihas Starr,Marvel,Earth-616,Public Identity,Bad,Blue,Bald,Male,No,,Deceased,45,"1962, December 01",1962
Elihu Washburn,DC,New Earth,,,,,Male,No,,Deceased,4,"2004, October",2004
Elijah,DC,New Earth,Public Identity,Bad,,White,Male,No,,Deceased,2,"2010, October",2010
Elijah Bradley,Marvel,Earth-616,Secret Identity,Good,Brown,Bald,Male,No,,Living,99,"2022, April 05",2005
Elijah Cross,Marvel,Earth-616,Public Identity,Bad,Brown,Brown,Male,No,,Deceased,4,"2022, May 07",2007
Elijah Jackson,Marvel,Earth-616,Public Identity,Good,Black,White,Male,No,,Living,1,"1994, February 01",1994
Eliminator,Marvel,Earth-616,,Bad,,,Male,No,,Living,2,,
Elinor von Drei,Marvel,Earth-616,No Dual Identity,Bad,,Blond,Female,No,,Living,1,"1943, June 01",1943
Elinore Lane,DC,New Earth,Public Identity,Good,,Black,Female,No,,Living,32,"1959, November",1959
Elinore Stone,DC,New Earth,Public Identity,Good,Brown,Black,Female,No,,Deceased,7,"1981, May",1981
Elio Angelopolous III,Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Living,2,"1992, April 01",1992
Elio Angelopoulus III,Marvel,Earth-616,,,,,,No,,Living,,"1992, April 01",1992
Eliot Franklin (Clown),Marvel,Earth-616,Public Identity,,Brown,Brown,Male,No,,Living,55,"1962, September 01",1962
Eliot Franklin (Thunderball),Marvel,Earth-616,Public Identity,Bad,Brown,Black,Male,No,,Living,146,"1974, November 01",1974
Eliot Shaw,DC,New Earth,,Good,Brown,Brown,Male,No,,Living,10,"1988, July",1988
Eliot Villagran,Marvel,Earth-616,Public Identity,Good,,Brown,Male,No,,Living,,"1991, July 01",1991
Eliphas,Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Male,No,,Deceased,17,"2022, April 08",2008
Elisabeth Saint-Marie,DC,New Earth,Secret Identity,Good,,,Female,No,,Deceased,1,"2008, February",2008
Elisabeth Wilford,Marvel,Earth-616,Public Identity,Good,,Auburn,Female,No,,Living,6,"1976, April 01",1976
Elisbeth von Strucker,Marvel,Earth-616,,Bad,,White,Female,No,,Deceased,6,"2022, February 05",2005
Elise Bloodstone,Marvel,Earth-616,Public Identity,Neutral,,Black,Female,No,,Deceased,4,"2022, December 01",2001
Elise Kimble,DC,New Earth,Public Identity,Bad,,Red,Female,No,,Living,14,"2008, April",2008
Elise Winters,Marvel,Earth-616,,Bad,,Blond,Female,No,,Deceased,5,"1946, November 01",1946
Elistis Diggenwell,Marvel,Earth-616,Public Identity,Neutral,,Black,Male,No,,Living,1,"1948, November 01",1948
Elite (Vigilante Squad),Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Male,No,,Deceased,9,"2000, August 01",2000
Eliza,DC,New Earth,,Bad,,Black,Female,No,,Deceased,1,"2002, January",2002
Eliza Harmon,DC,New Earth,Public Identity,Good,Brown,Brown,Female,No,,Deceased,3,"2006, August",2006
Eliza Robbins,Marvel,Earth-616,,Neutral,,,Female,No,,Living,8,"2022, July 02",2002
"Elizabeth \""Betsy\"" Ross",Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Female,No,,Living,,"1941, March 01",1941
Elizabeth Alain,Marvel,Earth-616,No Dual Identity,Neutral,Black,Brown,Female,No,,Deceased,1,,
Elizabeth Alderman,DC,New Earth,Public Identity,Bad,Black,Black,Female,No,,Deceased,19,"1991, September",1991
Elizabeth Barstow,Marvel,Earth-616,Secret Identity,Good,Blue,White,Female,No,,Living,24,"1941, April 01",1941
Elizabeth Benning,Marvel,Earth-616,,Neutral,,,Female,No,,Living,9,"2022, November 07",2007
Elizabeth Berg,DC,New Earth,Public Identity,Good,,Blond,Female,No,,Living,6,"1976, September",1976
Elizabeth Bliss,Marvel,Earth-616,Secret Identity,Bad,Blue,Blond,Female,No,,Living,5,"1999, September 01",1999
Elizabeth Bondi,Marvel,Earth-616,Secret Identity,Good,Brown,Red,Female,No,,Living,10,"2022, October 02",2002
Elizabeth Braddock,Marvel,Earth-616,Secret Identity,Neutral,Blue,Purple,Female,Yes,Bisexual,Living,708,"1976, December 01",1976
Elizabeth Braddock (Revenant),Marvel,Earth-616,Secret Identity,Bad,Violet,Purple,Female,No,,Deceased,4,,
Elizabeth Braddock (War Skrull),Marvel,Earth-616,Secret Identity,Bad,,,,No,,Deceased,2,"1991, May 01",1991
Elizabeth Brant,Marvel,Earth-616,No Dual Identity,Good,Brown,Brown,Female,No,,Living,599,"1963, September 01",1963
Elizabeth Chapel,DC,New Earth,Secret Identity,Good,Brown,Black,Female,No,,Deceased,43,"1985, October",1985
Elizabeth Clawman,DC,New Earth,Public Identity,Good,Brown,Black,Female,No,,Living,21,"1988, January",1988
Elizabeth Fleischmann,DC,New Earth,Public Identity,Good,,Brown,Female,No,,Living,10,"2010, May",2010
Elizabeth Granger,DC,New Earth,Public Identity,Good,,Brown,Female,No,,Living,11,"2007, December",2007
Elizabeth Guthrie,Marvel,Earth-616,Public Identity,Good,Blue,Blond,Female,No,,Living,10,"1986, August 01",1986
Elizabeth Harkness,DC,New Earth,Public Identity,,,Brown,Female,No,,Deceased,1,"1990, August",1990
Elizabeth Hudson,Marvel,Earth-616,No Dual Identity,Neutral,Blue,Red,Female,No,,Deceased,6,"2022, November 01",2001
Elizabeth II,Marvel,Earth-616,No Dual Identity,Good,Blue,Grey,Female,No,,Living,13,"1943, September 01",1943
Elizabeth Joyce,DC,New Earth,Public Identity,Neutral,Brown,Red,Female,No,,Living,3,"1988, June",1988
Elizabeth Kane,DC,New Earth,Secret Identity,Bad,Green,Red,Female,No,,Living,13,"2009, August",2009
Elizabeth Keller,Marvel,Earth-616,,,Blue,Black,Female,No,,Living,2,"2022, July 05",2005
Elizabeth Kendal,Marvel,Earth-616,Public Identity,Neutral,Brown,Blond,Female,No,,Living,9,"2022, July 03",2003
Elizabeth Lavenza,Marvel,Earth-616,Public Identity,Neutral,,Blond,Female,No,,Deceased,7,"1973, January 01",1973
Elizabeth Lawrence,DC,New Earth,Secret Identity,,Blue,Blond,Female,No,,Living,120,"1942, December",1942
Elizabeth Lockhart,Marvel,Earth-616,,Bad,,Blond,Female,No,,Deceased,2,,
Elizabeth Nixon,Marvel,Earth-616,,Neutral,Blue,,Female,No,,Living,2,"2022, November 03",2003
Elizabeth Rawson,Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Female,No,,Living,6,"1990, October 01",1990
Elizabeth Ross,Marvel,Earth-616,Public Identity,Good,Blue,Black,Female,No,,Living,446,"1962, May 01",1962
Elizabeth Ross (Counter-Earth),Marvel,Earth-616,No Dual Identity,,Blue,Brown,Female,No,,Living,1,"1972, December 01",1972
Elizabeth Ross (Heroes Reborn),Marvel,Earth-616,Public Identity,Good,,,Female,No,,Living,6,"1996, November 01",1996
Elizabeth Shaw,Marvel,Earth-616,Public Identity,,,Blond,Female,No,,Deceased,1,"2000, February 01",2000
Elizabeth Sooner,Marvel,Earth-616,Public Identity,Good,,Red,Female,No,,Living,10,"2022, September 07",2007
Elizabeth Thorne,DC,New Earth,Secret Identity,Good,Blue,Black,Female,No,,Living,27,"1987, September",1987
Elizabeth Tremayne,DC,New Earth,Public Identity,Good,Blue,Red,Female,No,,Living,37,"1982, July",1982
Elizabeth Twoyoungmen,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Female,No,,Living,103,"1983, December 01",1983
Elizabeth Tyne,Marvel,Earth-616,,Good,Blue,Red,Female,No,,Living,14,"1995, August 01",1995
Elizabeth Vaughn,Marvel,Earth-616,,Good,,Brown,Female,No,,Living,4,"2022, August 06",2006
Ella,Marvel,Earth-616,Secret Identity,Neutral,Blue,Blond,Female,No,,Living,6,"1995, September 01",1995
Ella Pinkwater,Marvel,Earth-616,,Neutral,,Blond,Female,No,,Living,2,"1991, March 01",1991
Ella Whitby,Marvel,Earth-616,No Dual Identity,,Green,Blond,Female,No,,Deceased,5,"2022, September 11",2011
Ellegua,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,2,"1990, May 01",1990
Ellen Brandt,Marvel,Earth-616,No Dual Identity,Neutral,,Brown,Female,No,,Living,17,"1971, May 01",1971
Ellen Frazier,DC,New Earth,Public Identity,Good,Green,Red,Female,No,,Living,83,"1965, September",1965
Ellen Hibbert,Marvel,Earth-616,Public Identity,Good,,Black,Female,No,,Living,6,"1997, November 01",1997
Elli,Marvel,Earth-616,,,,,,No,,Living,1,"1978, June 01",1978
Ellie,DC,New Earth,,Good,Green,Black,Female,No,,Living,6,"2007, May",2007
Ellie Jones,Marvel,Earth-616,Public Identity,,,,Female,No,,Living,1,"1989, June 01",1989
Ellie Mae Skaggs,DC,New Earth,Secret Identity,Bad,Blue,Blond,Female,No,,Deceased,1,"1987, November",1987
Ellie Phimister,Marvel,Earth-616,Secret Identity,Neutral,Black,Black,Female,No,,Deceased,14,"2022, August 01",2001
Ellie Roberts,Marvel,Earth-616,,,,,Female,No,,Living,14,"1972, April 01",1972
Elliot Caldwell,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,4,"2008, March",2008
Elliot Taylor,DC,New Earth,Secret Identity,Good,,Black,Male,No,,Living,12,"1980, November",1980
Ellis Kincaid,Marvel,Earth-616,Public Identity,Neutral,Grey,Brown,Male,No,,Living,6,"2022, August 05",2005
Ellis Love,Marvel,Earth-616,Secret Identity,Good,,Black,Female,No,,Living,7,"2022, August 10",2010
Ellison,DC,New Earth,Public Identity,Good,,,Male,No,,Living,4,"1998, May",1998
Ellison Payton,Marvel,Earth-616,Public Identity,,,Red,Male,No,,Living,1,"1998, April 01",1998
Elloe Kaifi,Marvel,Earth-616,Public Identity,,Red,Black,Female,No,,Living,38,"2022, May 06",2006
Ellsworth Johnson (Skrull),Marvel,Earth-616,Public Identity,Bad,Brown,Black,Male,No,,Living,2,"2022, January 08",2008
Elmar Radd,Marvel,Earth-616,Public Identity,,,Brown,Female,No,,Deceased,4,"1991, October 01",1991
Elmer,Marvel,Earth-616,Secret Identity,Bad,,No Hair,Male,No,,Living,1,"1954, August 01",1954
Elmer Bright,Marvel,Earth-616,No Dual Identity,Bad,,White,Male,No,,Living,1,"1946, December 01",1946
Elmer Gore,Marvel,Earth-616,Public Identity,Bad,,,Male,No,,Living,8,"1989, February 01",1989
Elmer Pane,DC,New Earth,Secret Identity,Bad,,Brown,Male,No,,Living,5,"1943, August",1943
Elmira Cassiday,DC,New Earth,,Good,,White,Female,No,,Living,3,"1984, January",1984
Elmore Beck,Marvel,Earth-616,Public Identity,,,Grey,Male,No,,Living,1,"1999, January 01",1999
Eloise Longacre,DC,New Earth,,Good,,Black,Female,No,,Living,3,"1989, July",1989
Elphane,Marvel,Earth-616,Public Identity,Good,Blue,Blue,Female,No,,Deceased,1,"2022, November 10",2010
Elpis,DC,New Earth,Secret Identity,Bad,Red,Black,Male,No,,Living,15,"1975, June",1975
Elric Freedom (Heroes Reborn),Marvel,Earth-616,Secret Identity,,Blue,Black,Male,No,,Living,8,"2000, January 01",2000
Els Udonta,Marvel,Earth-616,Secret Identity,Good,Blue,No Hair,Female,No,,Living,7,"2022, June 10",2010
Elsa Bloodstone,Marvel,Earth-616,Public Identity,Good,Blue,Blond,Female,No,,Living,42,"2022, December 01",2001
Elsa Chandler,Marvel,Earth-616,Public Identity,Neutral,Green,Red,Female,No,,Living,2,"1994, May 01",1994
Elsa Magnusson,DC,New Earth,,Good,,,Female,No,,Living,35,"1959, August",1959
Elsbeth Kleinenshvitz,Marvel,Earth-616,Public Identity,Good,Blue,Blond,Female,No,,Deceased,1,"2022, May 07",2007
Elsie Carson,Marvel,Earth-616,Public Identity,Bad,,Blond,Female,No,,Living,1,"1983, April 01",1983
Elsie Dee,Marvel,Earth-616,No Dual Identity,Good,Blue,Blond,Female,No,,Living,20,"1991, March 01",1991
Elsie Gertz,Marvel,Earth-616,,Good,,,Female,No,,Living,2,"1985, August 01",1985
Elsie Grimm,Marvel,Earth-616,,Neutral,Brown,Brown,Female,No,,Living,3,"1983, July 01",1983
Elsie Manning,Marvel,Earth-616,,Good,,Black,Female,No,,Living,,,
Elspeth Cromwell,Marvel,Earth-616,Public Identity,Bad,,Blond,Female,No,,Deceased,3,"1985, January 01",1985
Elton Healey,Marvel,Earth-616,Secret Identity,Bad,Green,Black,Male,No,,Deceased,23,"1983, November 01",1983
Elton Morrow,Marvel,Earth-616,Secret Identity,Good,Blue,No Hair,Male,No,,Living,20,"1941, April 01",1941
Eluke,Marvel,Earth-616,Public Identity,Good,White,,Male,No,,Deceased,2,"1980, July 01",1980
Elvin Haliday,Marvel,Earth-616,Secret Identity,Good,Brown,Bald,Male,No,,Living,158,"1990, November 01",1990
Elvira,DC,New Earth,Public Identity,Neutral,Black,Black,Female,No,,Living,1,"1986, January",1986
Elvis Presley,Marvel,Earth-616,Public Identity,Neutral,,,Male,No,,Living,5,"1993, February 01",1993
Elwood (Pooka),Marvel,Earth-616,,Good,,Black,Male,No,,Living,4,"1998, March 01",1998
Elyse Nelson,Marvel,Earth-616,,Bad,Blue,Blond,Female,No,,Living,1,"1988, April 01",1988
Elysia,Marvel,Earth-616,Secret Identity,Bad,,Black,Female,No,,Deceased,3,"2000, June 01",2000
Elysius,Marvel,Earth-616,Secret Identity,Good,Blue,Black,Female,No,,Living,25,"1978, November 01",1978
Emba,DC,New Earth,,,,Brown,Female,No,,Living,8,"1968, May",1968
Embargo,DC,New Earth,Secret Identity,Bad,,Blond,Female,No,,Living,5,"2006, November",2006
Embra,DC,New Earth,,Good,,Blond,Female,No,,Living,8,"1968, May",1968
Embyrre,Marvel,Earth-616,,Good,Black,Bald,Female,No,,Living,7,"1993, December 01",1993
Emelia Witherspoon,Marvel,Earth-616,Public Identity,Good,,White,Female,No,,Living,6,"1991, November 01",1991
